T收盤價	T成交量	T週轉率	T本益比	T股價淨值比
9057.82	5865500	0.7974	21.44	2.09
8941.73	4658693	0.6222	21.15	2.07
8862.31	4906054	0.6703	20.97	2.05
9099.46	4894089	0.6675	21.52	2.11
9182.6	5728308	0.8204	21.7	2.12
8931.31	5558993	0.7703	21.11	2.07
8938.96	5081284	0.6869	21.14	2.07
8910.99	4783078	0.6548	21.08	2.06
8593.04	5665760	0.8017	20.34	1.99
8201.37	5943530	0.8767	19.42	1.9
8090.29	6021953	0.8594	19.16	1.88
8515.6	4346988	0.5896	20.17	1.97
8479.08	4645752	0.6409	20.06	1.96
8493.46	4063531	0.5092	20.09	1.97
8732.84	5063436	0.7146	20.66	2.02
8690.09	4277265	0.5718	20.56	2.01
8718.31	3843418	0.4949	20.62	2.02
8727.55	3486522	0.4517	20.66	2.02
8643.32	4036930	0.5519	20.48	2
8771.21	4977677	0.6747	20.79	2.03
8982.16	5041440	0.7165	21.29	2.08
8979.96	4747490	0.6366	21.24	2.08
8922.98	4406124	0.5855	21.11	2.07
8913.85	4050100	0.541	20.82	2.07
9017.08	3998749	0.5267	21.05	2.09
9018.08	4242334	0.5416	21.05	2.09
8937.58	3745351	0.4632	20.87	2.07
9003.12	4266568	0.5616	21.02	2.09
9018.12	4364200	0.5771	21.06	2.09
8927.42	4042225	0.5257	20.85	2.07
9031.63	3912876	0.5073	21.1	2.09
8899.91	3930412	0.4636	20.81	2.06
8926.38	5941694	0.7668	20.88	2.07
8983.03	4687521	0.666	20.81	2.11
9105.28	5048639	0.6815	21.08	2.14
9257.47	5443736	0.7749	21.44	2.17
9413.65	6111489	0.8717	21.8	2.21
9411.95	5581612	0.8188	21.8	2.21
9476.52	4728546	0.6491	21.95	2.22
9488.5	6192035	0.8669	20.08	2.29
9623.25	6728460	0.9712	19.9	2.32
9700.07	6679182	0.9467	20.06	2.34
9627.39	5028820	0.6717	19.91	2.32
9617.26	4590305	0.6304	19.87	2.32
9717.17	5067772	0.686	20.07	2.34
9639.83	5559641	0.7237	19.92	2.32
9697.67	5281501	0.6627	19.9	2.34
9496.47	5763675	0.7072	19.49	2.29
9518.45	4437333	0.5515	19.53	2.3
9592.47	5152276	0.6309	19.7	2.32
9562.16	4571236	0.5734	19.64	2.31
9637.07	5568691	0.6961	19.78	2.33
9611.72	4704165	0.5748	19.71	2.32
9360.63	4858831	0.6598	19.2	2.26
9502.39	4748010	0.5866	19.48	2.29
9442.62	4709016	0.5979	19.36	2.28
9568.26	4694124	0.5428	19.61	2.31
9631.51	4979718	0.5719	19.73	2.32
9809.88	6028358	0.7837	20.09	2.36
9757.93	5493813	0.672	20	2.35
9711.37	5660401	0.7569	19.92	2.34
9598.23	6176671	0.7607	19.67	2.31
9273.09	5920191	0.7542	19.01	2.24
9308.6	5062222	0.6099	19.08	2.25
9292.8	4581603	0.5686	19.05	2.24
9300.22	5049325	0.6098	19.08	2.25
8937.58	5899391	0.7453	18.35	2.16
8970.92	5217846	0.6557	18.44	2.17
8670.61	4957094	0.6325	17.83	2.1
8727.21	4732520	0.578	17.94	2.11
8942.93	4846649	0.5754	18.38	2.16
8905.41	3804597	0.4143	18.31	2.16
8764.82	4082908	0.4636	18.04	2.12
8680.71	3700532	0.4059	17.85	2.1
8680.86	4819207	0.5858	17.85	2.1
8484.11	4301326	0.5204	17.46	2.05
8499.37	3944421	0.4593	17.48	2.06
8342.2	3946198	0.4453	17.16	2.02
8528.33	3971292	0.411	17.53	2.06
8375.76	4152197	0.4989	17.21	2.03
8276.26	3708504	0.4269	17	2
8447.03	4079430	0.4763	17.35	2.04
8586.4	4598515	0.5567	17.64	2.08
8583.84	3324166	0.3547	16.11	1.96
8651.28	3499103	0.376	16.23	1.98
8676.95	4176040	0.4898	16.28	1.98
8694.41	4349498	0.5063	16.32	1.99
8722.38	4159889	0.4421	16.37	1.99
8598.03	3325781	0.3361	16.14	1.97
8638.33	3154546	0.3343	16.21	1.98
8490.84	3795976	0.4056	15.93	1.94
8187.95	4844740	0.5377	15.36	1.87
8118.08	5031056	0.6409	15.23	1.86
7830.85	4258955	0.5244	14.69	1.79
7807.39	5109745	0.6666	14.65	1.78
8014.31	4146595	0.4788	15.04	1.83
7857.08	3587727	0.4001	14.72	1.8
7941.44	4033998	0.4696	14.95	1.82
8135.48	3160387	0.352	15.31	1.87
8167.07	3360135	0.344	15.37	1.88
8156.39	2875704	0.3093	15.36	1.87
8313.72	4373200	0.504	15.65	1.91
8396.95	4345636	0.5144	15.81	1.93
8506.28	3622224	0.3831	16.02	1.96
8323.05	4383717	0.5157	15.7	1.92
8184.2	3666870	0.4347	15.43	1.88
8221.1	4633430	0.5522	15.5	1.89
7883.37	4550021	0.5819	14.87	1.82
7962.91	4638556	0.5504	15.02	1.83
8085.06	4693203	0.5967	15.25	1.86
8057.27	4499922	0.5397	15.2	1.86
8029.31	3940124	0.4531	15.15	1.85
8173.41	6124238	0.7989	15.42	1.88
8428.84	7573033	1.0606	15.91	1.94
8179.54	7662891	1.1141	15.44	1.88
8101.63	6407511	0.8138	15.29	1.87
8184.65	6002099	0.7816	15.45	1.89
8110.2	5532225	0.6876	15.31	1.87
7581.96	4682260	0.6444	14.31	1.75
7408.4	5705438	0.782	13.99	1.71
7517.05	5346239	0.6749	14.19	1.73
7739.59	4668990	0.5544	14.61	1.78
7485.79	4281512	0.5099	14.15	1.73
7576.42	3877873	0.4551	14.33	1.75
7543.5	4069222	0.4978	14.26	1.74
7521.13	4354317	0.5335	14.23	1.74
7673.99	4137722	0.5538	14.54	1.76
7553.3	3819564	0.5005	14.31	1.73
7550.55	3600828	0.4545	14.32	1.73
7865.28	4402490	0.5724	14.9	1.8
7876.37	3894874	0.478	14.92	1.8
7890.9	4054184	0.4893	14.94	1.81
8024.41	4519992	0.6135	15.2	1.84
7894.47	4220898	0.5415	14.95	1.81
8085.93	4604461	0.5418	15.31	1.85
8108.71	4938633	0.5883	15.36	1.86
8286.31	6345926	0.8384	15.7	1.9
8307.67	6434323	0.8897	15.74	1.9
8462.08	6426916	0.8524	15.99	1.93
8412.76	5943614	0.799	15.9	1.92
8262.87	5385933	0.685	15.59	1.89
8470.11	6172133	0.8556	15.98	1.93
8483.95	6406461	0.9001	16.01	1.94
8658.64	6656941	0.931	16.34	1.98
8531.38	6202989	0.8215	16.09	1.95
8299.37	5140646	0.6716	15.65	1.89
8381.6	4802919	0.5792	15.83	1.91
8435.3	5246809	0.6871	15.93	1.92
8210.99	4270903	0.511	15.51	1.87
8161.39	4579499	0.5274	15.42	1.86
8005.46	4604790	0.544	15.13	1.82
8057.82	4125332	0.4783	15.23	1.84
8179.35	4846936	0.6031	15.46	1.86
8337.62	5536206	0.7043	15.76	1.9
8524.99	6495413	0.8499	16.11	1.94
8865.35	8726549	1.2927	16.76	2.02
8795.09	6934963	0.9737	16.63	2.01
8768.02	6957893	0.9624	16.57	2
8605.95	6152043	0.7984	16.27	1.96
8623.48	5476299	0.7213	16.3	1.97
8572.59	5004566	0.6491	16.21	1.95
8419.72	5077899	0.6438	15.86	1.93
8605.32	5052946	0.6295	16.21	1.97
8596.34	4753696	0.5628	16.19	1.97
8729.79	4748213	0.5979	16.44	2
8672.85	5003511	0.5885	16.33	1.99
8667.93	5190954	0.6802	16.32	1.99
8829.4	5002290	0.5965	16.62	2.02
8909.58	7192935	0.949	16.78	2.04
8892.68	6697943	0.8757	16.76	2.04
8924.78	6263439	0.8417	16.82	2.05
9066.04	7523154	1.0825	17.08	2.08
9090.43	8138352	1.105	17.13	2.09
9074.34	6328385	0.8195	17.1	2.08
9083.32	6171541	0.8048	17.11	2.08
9037.25	5272362	0.6115	17.02	2.07
9008.49	5831827	0.7588	16.97	2.07
8990.33	5222282	0.6471	16.93	2.06
8947.83	5460600	0.6716	16.85	2.05
9079.6	5155059	0.6119	17.1	2.08
8891.74	5258785	0.6693	16.74	2.04
8919.92	5111713	0.637	16.8	2.04
8963.63	5680453	0.7304	16.86	2.06
8837.07	5188982	0.644	16.61	2.03
8857.37	4791495	0.5865	16.56	2.03
8926.34	5257905	0.641	16.68	2.05
8866.62	5045796	0.6151	16.57	2.03
8792.39	5207324	0.6244	16.43	2.02
8830.05	4362994	0.5165	16.51	2.03
8989.53	4882928	0.6149	16.81	2.06
9018.42	4835025	0.5962	16.86	2.07
9157.18	6062093	0.7653	17.12	2.1
9197.41	6319028	0.7928	17.2	2.11
9295.2	5708531	0.713	17.38	2.13
9068.89	6535819	0.8782	16.96	2.08
9015.57	5389509	0.6641	16.86	2.07
9008.03	5879894	0.7176	16.84	2.07
8834.73	5771314	0.6982	16.52	2.03
8707.83	4536913	0.5349	16.29	2
8778.39	4175318	0.4507	16.44	2.01
8665.73	4400818	0.5147	16.23	1.99
8684.92	4713831	0.5308	16.26	1.99
8619.08	5939358	0.7748	16.14	1.98
8724.47	3727421	0.4077	15.08	1.92
8579.43	3870781	0.4263	14.83	1.89
8627.8	3470509	0.3586	14.92	1.9
8738.46	4101632	0.4492	15.11	1.93
8745.35	4125281	0.4466	15.11	1.93
8587.96	3563066	0.3593	14.84	1.89
8370	4178043	0.4839	14.47	1.84
8345.59	3935570	0.4516	14.43	1.84
8062.31	4936284	0.5916	13.94	1.78
8105.59	4267861	0.4661	14.01	1.79
8169.77	3595949	0.358	14.13	1.8
8201.79	3647070	0.4003	14.18	1.81
8217.58	3437263	0.3822	14.21	1.81
8047.74	3619843	0.3879	13.91	1.77
7902.44	4144923	0.4261	13.66	1.74
7876.49	3607370	0.3791	13.61	1.74
7738.12	3879204	0.431	13.37	1.7
7855.06	4200953	0.5027	13.58	1.73
7811.8	3853113	0.4102	13.5	1.72
7548.76	4512143	0.5778	13.05	1.66
7523.54	3951930	0.4437	13.02	1.66
7407.98	3679775	0.4541	12.82	1.63
7353.86	4284811	0.5233	12.72	1.62
7394.1	4992646	0.6293	12.78	1.63
7228.41	4162892	0.494	12.5	1.59
7341.11	3458912	0.3455	12.7	1.62
7051.85	4445478	0.562	12.2	1.55
7048.25	4652052	0.5732	12.19	1.55
7075.65	3978444	0.4676	12.24	1.56
7244.76	4547825	0.5538	12.53	1.6
7156.96	3776662	0.4425	12.37	1.58
6834.24	4333820	0.5747	11.82	1.51
6710.64	4353872	0.5324	11.61	1.48
6974.51	4583115	0.5689	12.07	1.54
6815.32	5057857	0.6475	11.8	1.5
7085.67	4161850	0.5157	12.27	1.56
7065.65	3750699	0.4357	12.23	1.56
7309.83	5017727	0.672	12.65	1.61
7368.08	5019155	0.6172	12.76	1.63
7233.62	3627272	0.4385	12.52	1.6
7014.47	4086574	0.45	12.14	1.55
7070.35	3492261	0.4338	12.24	1.56
7024.06	3711608	0.4626	12.17	1.55
7002.54	3324840	0.3619	12.13	1.55
6977.36	3167408	0.3387	12.08	1.54
6813.4	4207947	0.5192	11.78	1.51
7026.24	4274842	0.5582	12.14	1.55
7024.58	3964614	0.4733	12.14	1.55
7209.04	5001481	0.6035	12.46	1.59
7325.62	4762776	0.6109	12.66	1.62
7293.8	4295546	0.5344	12.6	1.61
7292.34	4135754	0.5026	12.59	1.61
7326.07	4672906	0.5587	12.65	1.62
7196.5	3865915	0.4678	12.43	1.59
7000.74	3610573	0.4215	12.09	1.55
6978.6	3512217	0.396	12.05	1.54
7040.9	3474029	0.3915	12.15	1.56
6918.48	3333845	0.3527	11.94	1.53
6911.64	3252994	0.3717	11.93	1.53
7030.72	3055237	0.3097	12.14	1.55
6964.6	2570171	0.2737	12.02	1.54
7080.97	3449641	0.3984	12.22	1.56
7033.37	3817890	0.4446	12.14	1.55
7046.11	3508763	0.4113	12.16	1.56
6813.09	3453888	0.3994	11.77	1.51
6699.82	3473768	0.4015	11.57	1.48
6584.93	3946989	0.4853	11.38	1.46
6412.63	4140957	0.5053	11.08	1.42
6307.28	3994316	0.5151	10.9	1.4
6658.69	3323527	0.3978	11.51	1.47
6424.77	3580686	0.4466	11.11	1.42
6458.01	4008638	0.4936	11.16	1.43
6251.95	3737919	0.4739	10.81	1.38
6310.68	3659446	0.4504	10.91	1.4
6052.45	3142939	0.3857	10.47	1.34
5756.59	3592987	0.4894	9.96	1.28
5800.87	4786207	0.6749	10.04	1.29
5641.95	4297503	0.571	9.77	1.25
5970.38	4488034	0.6449	10.33	1.32
6110.6	4388993	0.6128	10.57	1.35
6182.21	4178066	0.5477	10.7	1.37
6132.6	4788279	0.6876	10.61	1.36
6060.83	3805533	0.4796	10.49	1.34
5929.63	3953308	0.5084	10.26	1.32
5719.28	2978676	0.4158	9.9	1.27
5764.01	2867634	0.4023	10.26	1.38
5703.72	3056213	0.4031	10.15	1.37
5742.23	3229564	0.3874	10.23	1.38
5505.7	2963806	0.3702	9.82	1.32
5524.66	3027095	0.3792	9.85	1.33
5206.4	3240422	0.439	9.29	1.25
5130.71	3859907	0.5336	9.16	1.23
5020.44	2333223	0.3028	8.96	1.21
5291.56	3279033	0.4504	9.44	1.27
5246.26	2760731	0.3632	9.36	1.26
5075.97	1771119	0.234	9.06	1.22
4960.4	3129215	0.4155	8.85	1.19
4931.84	2225651	0.2913	8.8	1.18
4942.72	3577381	0.51	8.82	1.19
4862.59	2615468	0.3633	8.67	1.17
4730.51	1753282	0.2012	8.43	1.14
4579.62	1726544	0.2046	8.16	1.1
4366.87	2219710	0.3098	7.79	1.05
4399.97	4376063	0.6293	7.85	1.06
4406.52	4598277	0.6724	7.86	1.06
4683.64	4076785	0.5763	8.35	1.13
4870.66	4790628	0.6976	8.69	1.17
4995.06	4452920	0.6556	8.91	1.2
4992.63	4144407	0.602	8.91	1.2
4978.26	4541598	0.6555	8.86	1.2
4694.12	3439105	0.4739	8.36	1.13
4742.33	3846322	0.5321	8.44	1.14
4740.27	3253249	0.4536	8.44	1.14
4638.57	3294300	0.4503	8.26	1.12
4615.57	2704627	0.3467	8.22	1.11
4437.83	3271719	0.3862	7.91	1.07
4452.7	3171088	0.4232	7.93	1.07
4439.8	2786190	0.3717	7.91	1.07
4305.18	3213352	0.4383	7.67	1.04
4284.09	3105323	0.4277	7.63	1.03
4089.93	3222653	0.4059	7.28	0.98
4171.1	3350629	0.4664	7.43	1
4160.54	2869125	0.3889	7.41	1
4266.49	3644395	0.5337	7.59	1.03
4271.8	2981295	0.4169	7.6	1.03
4453.75	3919722	0.5379	7.92	1.07
4460.49	3758875	0.5301	7.93	1.07
4518.43	4218378	0.5976	9.36	1.07
4356.98	3578736	0.5094	9.02	1.03
4307.26	4035294	0.5554	8.93	1.02
4254.96	3758427	0.489	8.82	1.01
4225.07	2818217	0.3477	8.76	1
4418.33	3780767	0.5182	9.16	1.05
4472.66	4574214	0.6747	9.27	1.06
4658.87	5138625	0.7612	9.66	1.11
4655.57	5475289	0.7978	9.65	1.11
4481.27	5342313	0.7562	9.29	1.06
4613.72	3904050	0.5598	9.56	1.1
4616.89	3545875	0.4943	9.54	1.1
4648.02	5418579	0.779	9.58	1.1
4694.81	4167979	0.5683	9.68	1.11
4694.52	4441029	0.6384	9.68	1.11
4535.54	4394733	0.6192	9.35	1.08
4405.86	3271431	0.4554	9.08	1.05
4423.09	3091559	0.3941	9.12	1.05
4413.45	2229216	0.2677	9.1	1.05
4425.08	2247055	0.2842	9.12	1.05
4416.16	1836832	0.2178	9.1	1.05
4589.04	3203526	0.4428	9.47	1.09
4591.22	3353722	0.4599	9.47	1.09
4698.31	3651105	0.5325	9.67	1.12
4727.26	4356238	0.6079	9.73	1.12
4789.84	4685647	0.6981	9.86	1.14
4535.79	3972702	0.5637	9.34	1.08
4502.74	3053336	0.4272	9.27	1.07
4467.53	2465829	0.3257	9.2	1.06
4453.9	3039939	0.438	9.17	1.06
4532.36	2709031	0.3782	9.33	1.08
4521.47	3243991	0.4776	9.31	1.07
4320.77	2916968	0.4206	8.9	1.03
4353.7	2652456	0.3843	8.96	1.03
4366.1	2129643	0.2959	8.99	1.04
4366.76	2047718	0.2812	8.99	1.04
4242.61	2588263	0.3795	8.74	1.01
4247.97	2597707	0.3755	8.75	1.01
4259.98	2645079	0.3885	8.79	1.01
4372.81	2970904	0.4402	9.02	1.04
4389.97	3060972	0.4572	9.05	1.04
4363.25	2888752	0.4099	9	1.04
4471.25	3500964	0.5305	9.22	1.06
4494.59	3670157	0.5549	9.27	1.07
4526.1	3014922	0.4504	9.33	1.08
4575.95	3760887	0.5766	9.44	1.09
4466.42	3999466	0.6094	9.22	1.06
4592.5	3624119	0.5518	9.47	1.09
4591.26	3405531	0.5194	9.47	1.09
4491.78	3146796	0.4782	9.27	1.07
4498.37	3268199	0.5042	9.28	1.07
4528.87	3422121	0.5226	9.34	1.08
4436.94	3093774	0.4723	9.15	1.06
4477.78	2911634	0.441	9.23	1.07
4430.18	2852391	0.4323	9.14	1.05
4493.74	3590669	0.5509	9.27	1.07
4518.56	3092613	0.468	9.32	1.08
4557.15	3331801	0.5124	9.4	1.08
4425.83	3927207	0.6118	9.12	1.05
4435.34	3531151	0.5611	8.96	1.03
4541.42	4181165	0.6719	9.18	1.06
4637.2	5054405	0.823	9.37	1.08
4653.63	4182271	0.6792	9.4	1.08
4628.24	3964408	0.6401	9.35	1.08
4671.02	4524415	0.737	9.44	1.09
4759.96	5730677	0.9338	9.62	1.11
4754.65	4346770	0.7011	9.61	1.11
4897.39	6001723	0.9846	9.9	1.14
4971.32	5268370	0.8611	10.04	1.16
5041.39	5454139	0.8894	10.19	1.18
5047.54	5631117	0.9268	10.2	1.18
5035.93	6200399	1.0191	10.18	1.17
4961.62	5172674	0.8312	10.03	1.16
5124.18	4569856	0.7356	10.36	1.19
5242.18	6646586	1.0856	10.59	1.22
5346.38	7034522	1.1547	10.81	1.25
5386.56	7378897	1.2013	10.89	1.26
5390.7	7329520	1.194	10.9	1.26
5206.05	6164630	0.9966	10.52	1.21
5210.84	5047783	0.8157	10.53	1.21
5314.45	5253085	0.8513	10.74	1.24
5473.78	7883956	1.294	11.07	1.28
5529.63	8597759	1.4217	11.18	1.29
5556.22	7305130	1.1906	11.23	1.3
5576.85	6040854	0.987	11.28	1.3
5443.56	7519583	1.2283	11.01	1.27
5667.8	7027791	1.1471	11.46	1.32
5781.96	7993118	1.3023	11.69	1.35
5857.64	7271867	1.1811	11.84	1.37
5892.68	6501974	1.0546	11.91	1.37
5875.19	6526974	1.0628	11.88	1.37
5997.17	7889008	1.2874	12.13	1.4
5755.38	10481169	1.7159	11.64	1.34
5781.66	6033238	0.9759	11.69	1.35
5881.41	5770032	0.935	11.89	1.37
5886.11	6343563	1.0382	11.9	1.37
5875.24	6149559	1.008	11.88	1.37
5880.77	6545861	1.0633	11.89	1.37
5705.05	6336982	1.0252	11.54	1.33
5596.73	6020412	0.9654	11.32	1.31
5614.06	5304903	0.8635	11.35	1.31
5992.57	5643043	0.9149	12.12	1.4
6330.4	6944823	1.1271	12.85	1.48
6379.94	9282940	1.5319	12.95	1.5
6566.7	9544810	1.5667	13.23	1.54
6572.87	10194663	1.6785	13.24	1.54
6583.87	8074570	1.3312	13.26	1.54
6647.5	7906746	1.3011	13.38	1.56
6432.55	6963535	1.1343	12.95	1.51
6485.14	6257149	1.022	13.05	1.52
6364.17	6530024	1.0672	12.8	1.49
6489.09	6787931	1.1206	13.05	1.52
6577.81	6976108	1.1475	13.23	1.54
6655.59	8851137	1.458	13.39	1.56
6703.62	8033556	1.321	13.49	1.57
6718.81	7580861	1.2547	13.51	1.57
6737.29	7424452	1.224	13.55	1.58
6734.46	7500158	1.236	13.54	1.57
6683.11	8145493	1.3456	13.44	1.56
6890.44	8281420	1.3674	13.86	1.61
6954.1	7468405	1.2298	44.64	1.66
6949.08	8810335	1.4523	44.64	1.66
6893.14	5793994	0.9468	44.28	1.64
6786.06	5732654	0.9288	43.59	1.62
6767.1	4609882	0.7507	43.47	1.61
6856.74	3952255	0.6392	44.15	1.64
6628.02	5690515	0.9154	42.68	1.58
6414.39	5993138	0.9524	41.3	1.53
6462.27	4298524	0.6868	41.61	1.54
6567.37	4347811	0.7016	42.28	1.57
6448.23	4764726	0.7706	41.51	1.54
6225.56	4381160	0.6945	40.08	1.49
6220.81	4087672	0.6563	40.05	1.48
6195.91	3762743	0.6028	39.9	1.48
6144.53	3724023	0.5961	39.56	1.47
6231.15	3224455	0.5136	40.15	1.49
6341.21	3537375	0.5646	40.88	1.51
6197.47	3429645	0.5527	39.94	1.48
6380.08	5038203	0.8086	41.14	1.52
6457.61	4914942	0.797	41.63	1.54
6463.56	4107146	0.6646	41.67	1.54
6391.15	3655870	0.5889	41.21	1.53
6432.16	3739731	0.6026	41.5	1.54
6578.97	3805185	0.609	42.44	1.57
6667.53	5106766	0.8268	43.02	1.59
6665.4	4317099	0.6947	43	1.59
6649.91	3963680	0.6363	42.9	1.59
6715.22	4587941	0.7359	43.32	1.6
6668.14	4232809	0.6788	43.01	1.59
6748.18	5224752	0.841	43.53	1.61
6769.86	3996994	0.6393	43.67	1.62
6530.82	4671145	0.7344	41.79	1.56
6639.41	3520898	0.5628	42.49	1.59
6738.6	4853674	0.7754	43.14	1.61
6780.3	5222249	0.8364	43.41	1.62
6850.99	4546613	0.7261	43.88	1.64
6938.86	5224991	0.8415	44.45	1.66
6953.34	5454790	0.8792	44.53	1.66
6985.32	5778679	0.9312	44.73	1.67
6980.88	5054728	0.8146	44.71	1.67
6973.28	5329825	0.8561	44.65	1.67
7028.43	4166484	0.664	45.01	1.68
7142.63	5650827	0.9094	45.78	1.71
7083.63	5989025	0.9627	45.41	1.7
7027.11	5064201	0.8094	45.06	1.68
7077.71	5730062	0.9132	45.42	1.7
7056.71	5235013	0.8215	45.31	1.69
6955.87	6628501	1.0481	44.67	1.67
6848.24	5103421	0.7889	43.98	1.64
6868.65	5116705	0.8047	44.11	1.65
6882.87	3594353	0.5611	44.23	1.65
6909.02	3760055	0.5846	44.41	1.66
6898.9	3686163	0.5756	44.27	1.66
7034.96	4442766	0.703	45.15	1.69
7069.51	4567855	0.7205	45.37	1.7
6931.8	3560676	0.5544	44.49	1.67
6789.77	4107106	0.6354	43.59	1.63
6788.58	2684119	0.4149	43.55	1.63
6733.23	3555187	0.5472	43.19	1.62
6654.8	3889448	0.6036	42.69	1.6
6838.25	3099562	0.4759	43.87	1.64
6809.41	2965650	0.4627	43.38	1.64
6719.21	3792857	0.5903	42.8	1.62
6690.75	3022174	0.465	41.78	1.61
6809.86	3247238	0.5059	42.53	1.64
6825.95	3080999	0.4831	42.64	1.64
7019.75	4440890	0.6992	43.03	1.69
7039.77	4207636	0.667	43.16	1.7
7104.65	4696703	0.7462	43.56	1.71
7153.13	4619237	0.736	43.84	1.72
7224.59	4262385	0.6753	44.28	1.74
7313.99	5291088	0.8425	44.83	1.76
7250.72	4707825	0.7435	44.45	1.75
7332.08	5735141	0.9218	44.96	1.77
7337.14	3539915	0.557	44.97	1.77
7256.95	3384905	0.5304	44.48	1.75
7346.26	3528694	0.5547	44.92	1.77
7440.24	4749893	0.7474	45.49	1.79
7477.3	5292441	0.8347	45.65	1.8
7526.55	4063858	0.638	45.89	1.81
7502.46	4426249	0.6881	45.73	1.81
7469.03	4184034	0.6571	45.53	1.8
7376.76	4681931	0.7268	44.97	1.78
7324.22	3287107	0.5038	44.64	1.76
7345.22	3404214	0.5258	44.03	1.77
7284.61	2768445	0.4247	43.7	1.76
7429.98	3597567	0.5611	44.57	1.79
7509.17	4226858	0.6613	45.06	1.81
7545.29	4991356	0.7897	73.85	1.85
7411.88	4058342	0.6347	72.04	1.82
7437.98	3401314	0.5293	72.3	1.82
7536.05	4983825	0.7884	73.27	1.85
7608.66	5610596	0.8843	74.02	1.86
7503.31	5699637	0.8875	73.01	1.84
7571.96	4768903	0.7389	73.69	1.86
7599.88	4230669	0.6622	73.96	1.86
7596.6	4816128	0.7535	73.91	1.86
7695.75	5274217	0.8305	74.88	1.89
7710.4	6061958	0.9511	75.04	1.89
7715.1	4271031	0.6546	74.97	1.89
7751.32	4040035	0.616	75.53	1.9
7753.52	4528132	0.6994	75.65	1.9
7701.5	4655010	0.7184	74.96	1.89
7607.93	4894308	0.7602	74.06	1.87
7649.28	3974054	0.6119	74.46	1.88
7668.4	3783773	0.5749	74.66	1.88
7657.34	3281048	0.4967	74.54	1.88
7533.95	3759386	0.571	73.34	1.85
7355.69	5185615	0.7947	71.63	1.81
7340.08	3644664	0.5575	71.58	1.8
7335.18	3167507	0.4762	76.1	1.8
7322.93	2949092	0.45	75.97	1.79
7467.04	3739473	0.573	77.47	1.83
7417.46	3206748	0.4902	91.58	1.82
7463.05	3348845	0.5087	92.19	1.83
7536.7	2968136	0.4486	93.13	1.85
7593.49	3263212	0.4936	93.82	1.86
7668.06	3501214	0.5297	94.3	1.88
7670.93	4045267	0.6189	94.33	1.88
7665.63	3490398	0.5318	94.28	1.88
7792.68	4283988	0.6547	95.84	1.91
7733.21	5617196	0.8658	95.11	1.9
7766.69	4757163	0.7339	95.5	1.91
7759.98	4512823	0.6917	95.32	1.91
7682.97	4336462	0.6605	94.44	1.89
7687.15	3257392	0.4846	94.12	1.89
7714.56	3881902	0.5873	94.46	1.89
7756.31	4362427	0.6652	94.98	1.91
7739.16	4501976	0.6878	94.61	1.9
7490.91	5168969	0.7887	91.58	1.84
7582.21	3401474	0.52	92.73	1.86
7649.23	4073193	0.6258	77.6	1.78
7677.62	4595898	0.7033	77.63	1.79
7684.67	3651347	0.5519	77.71	1.79
7650.91	3716310	0.5643	77.32	1.78
7775.64	4301153	0.6512	78.58	1.81
7768.71	4280528	0.6535	78.44	1.81
7797.42	4550988	0.7031	78.72	1.82
7677.91	5732864	0.8755	77.52	1.79
7795.07	4685726	0.7194	78.68	1.82
7819.13	4885032	0.7507	78.93	1.82
7807.62	4698560	0.7187	78.81	1.82
7751.6	3986007	0.5947	78.24	1.81
7742.17	4495384	0.6612	77.94	1.81
7753.63	3504138	0.5108	78.06	1.81
7787.27	3775357	0.5604	78.42	1.82
7856	3867106	0.5755	79.11	1.83
7901.5	4195677	0.6145	79.58	1.85
7963.54	4823591	0.7173	80.21	1.86
7972.59	4452298	0.656	80.29	1.86
8057.49	5331117	0.8062	81.15	1.88
8053.83	4789923	0.7247	81.1	1.88
8112.28	5229995	0.7944	81.69	1.89
8188.11	5890477	0.8888	82.51	1.91
8207.85	6465473	0.9608	83.32	1.92
8211.4	6795431	1.0162	83.36	1.92
8327.62	6462699	0.9732	84.55	1.95
8237.42	7183703	1.0824	83.64	1.92
8280.9	5837432	0.8737	84.08	1.94
8323.82	5896152	0.8806	84.52	1.95
8309.37	5274863	0.7818	84.36	1.94
8196.56	4962765	0.726	83.21	1.92
8289.98	4877746	0.7132	81.87	1.94
8356.89	5685060	0.8462	82.54	1.95
8337.82	5131168	0.7591	82.35	1.95
8249	5866146	0.8657	80.52	1.95
8220.93	5046231	0.7475	80.25	1.94
8127.87	4657360	0.699	92.27	1.93
7927.31	4941018	0.7376	90.01	1.88
7872.99	3686664	0.5428	89.4	1.87
7598.81	5700945	0.8541	86.29	1.81
7560.03	4010826	0.5842	85.86	1.8
7694.58	3951660	0.5839	87.38	1.83
7640.44	3973521	0.5826	86.83	1.82
7524.67	3257102	0.4687	86.04	1.79
7429.61	3809275	0.5563	84.97	1.77
7547.98	3206253	0.453	86.43	1.8
7542.04	2839370	0.4022	86.36	1.79
7217.83	4654664	0.6829	82.66	1.72
7212.87	3299335	0.4548	82.6	1.72
7215.88	3055034	0.419	82.62	1.72
7361.04	3776436	0.5325	84.28	1.75
7441.84	4017320	0.5708	85.21	1.77
7560.04	3204100	0.4583	86.56	1.8
7597.44	3013049	0.4252	86.99	1.81
7529.67	2891045	0.4109	86.21	1.79
7426.96	3438616	0.4918	85.03	1.77
7436.1	2765527	0.3857	85.17	1.77
7577.75	3522413	0.4993	90.18	1.8
