收盤價	成交量	週轉率	市值比重	本益比	股價淨值比
44.13	64116	0.2502	8.595	19.16	3.04
45.09	63131	0.2464	8.664	19.58	3.11
45.9	91300	0.3563	8.715	19.93	3.16
45.25	64541	0.2519	8.53	19.65	3.12
45.57	64072	0.25	8.572	19.79	3.14
45.25	57355	0.2238	8.487	19.65	3.12
44.85	50675	0.1977	8.414	19.48	3.09
45.57	64760	0.2527	8.617	19.79	3.14
48.63	185665	0.7245	8.918	21.12	3.35
47.51	106441	0.4154	8.632	20.63	3.14
48.23	86480	0.3375	8.768	20.94	3.19
48.15	80050	0.3124	8.824	20.91	3.18
46.62	86580	0.3379	8.679	20.24	3.08
46.22	43823	0.171	8.628	20.07	3.05
46.46	7190	0.0281	8.559	20.17	3.07
45.57	64153	0.2503	8.686	19.79	3.01
45.17	90544	0.3533	8.897	19.62	2.99
46.86	65752	0.2566	9.162	20.35	3.1
46.94	60245	0.2351	9.031	20.38	3.1
45.09	90897	0.3547	8.835	19.58	2.98
42.92	101763	0.3971	8.71	18.64	2.84
43.16	78122	0.3049	8.766	18.74	2.85
41.87	83450	0.3256	8.537	18.18	2.77
42.43	67750	0.2644	8.725	18.43	2.8
42.11	67571	0.2637	8.534	18.29	2.78
42.68	50677	0.1978	8.498	18.53	2.82
41.31	59338	0.2316	8.416	17.94	2.73
42.6	123273	0.481	8.429	18.5	2.82
43.24	59575	0.2325	8.455	18.78	2.86
43.8	69148	0.2698	8.557	19.02	2.89
43	64173	0.2504	8.495	18.67	2.84
44.04	45109	0.176	8.647	19.13	2.91
44.29	46729	0.1823	8.5	19.23	2.93
44.37	34321	0.1339	8.402	19.27	2.93
44.29	27649	0.1079	8.389	19.23	2.93
43.8	33137	0.1293	8.316	19.02	2.89
44.61	39797	0.1553	8.386	19.37	2.95
43.8	59142	0.2308	8.292	19.02	2.89
44.53	66492	0.2595	8.329	19.34	2.94
45.17	57428	0.2241	8.423	19.62	2.99
44.29	69032	0.2694	8.562	19.23	2.93
44.93	89993	0.3512	8.544	19.51	2.97
45.85	73754	0.2848	8.168	18.81	2.88
46.27	49715	0.192	8.193	18.98	2.91
46.19	62505	0.2414	8.09	18.95	2.9
46.87	69721	0.2692	8.106	19.23	2.95
47.47	76400	0.295	8.192	19.47	2.98
47.3	57320	0.2213	8.125	19.4	2.97
48.33	73073	0.2822	8.307	19.82	3.04
48.93	89057	0.3439	8.418	20.07	3.08
49.27	54337	0.2098	8.41	20.21	3.1
49.52	48217	0.1862	8.309	20.32	3.11
48.33	57068	0.2204	8.175	19.82	3.04
47.9	62410	0.241	8.169	19.65	3.01
50.38	198297	0.7657	8.524	20.67	3.17
49.87	70118	0.2708	8.454	20.46	3.14
49.27	62209	0.2402	8.473	20.21	3.1
48.67	53465	0.2065	8.502	19.96	3.06
48.58	54642	0.211	8.46	19.93	3.05
49.44	69792	0.2695	8.583	20.28	3.11
48.84	64577	0.2494	8.446	20.18	3.07
49.18	43087	0.1664	8.519	20.32	3.09
50.12	80233	0.3098	8.513	20.71	3.15
50.38	53722	0.2074	8.515	20.81	3.17
49.44	50931	0.1967	8.521	20.42	3.11
49.27	32158	0.1242	8.668	20.35	3.1
49.1	21348	0.0824	8.64	20.28	3.09
49.35	26448	0.1021	8.757	20.39	3.1
48.58	42152	0.1628	8.722	20.07	3.05
49.95	59461	0.2296	8.727	20.64	3.14
50.21	35370	0.1366	8.818	20.74	3.16
50.46	50632	0.1955	8.982	22.1	3.17
50.29	30495	0.1178	9.009	22.02	3.16
50.89	52477	0.2026	8.957	22.28	3.2
50.64	45092	0.1741	8.89	22.17	3.18
52.18	85451	0.3299	8.922	22.85	3.28
50.98	61443	0.2372	8.694	22.32	3.21
51.15	43804	0.1691	8.643	22.4	3.22
51.32	44584	0.1721	8.614	22.47	3.23
53.03	75090	0.2899	8.812	23.22	3.33
53.63	72707	0.2807	8.803	23.48	3.37
53.03	53773	0.2076	8.781	23.22	3.33
54.31	98902	0.3819	8.894	23.78	3.41
53.37	48333	0.1866	8.735	23.37	3.36
52.6	46855	0.1809	8.704	23.03	3.31
53.46	38236	0.1476	8.744	23.41	3.36
53.63	35249	0.1361	8.661	23.48	3.37
53.46	38706	0.1494	8.59	23.41	3.36
53.63	46733	0.1804	8.562	23.48	3.37
53.29	33550	0.1295	8.535	23.33	3.35
53.46	24796	0.0957	8.6	23.41	3.36
53.29	38653	0.1492	8.68	23.33	3.35
52	55228	0.2132	8.531	22.77	3.27
52.26	45172	0.1744	8.553	22.88	3.29
51.92	27538	0.1063	8.561	22.73	3.26
54.48	82738	0.3195	8.807	23.86	3.43
55.17	103320	0.3989	8.823	24.16	3.47
55.6	55066	0.2126	8.834	24.34	3.88
53.63	78935	0.3048	8.676	23.48	3.74
53.03	72185	0.2787	8.549	23.22	3.7
53.37	82006	0.3166	8.492	23.37	3.73
53.12	71233	0.275	8.367	23.26	3.71
52.09	82434	0.3183	8.32	22.81	3.64
52.26	68771	0.2655	8.271	22.88	3.65
52.35	36581	0.1412	8.253	22.92	3.65
52.86	51789	0.2	8.34	23.15	3.69
54.31	86653	0.3346	8.459	23.78	3.79
54.57	62653	0.2419	8.48	23.9	3.81
52.95	75151	0.2902	8.225	23.18	3.7
52.52	103282	0.3988	8.124	23	3.67
53.03	75184	0.2903	8.21	23.22	3.7
52.69	50263	0.1941	8.212	23.07	3.68
52.86	72905	0.2815	8.34	23.15	3.69
52.6	45836	0.177	8.255	23.03	3.67
52.6	36845	0.1423	8.234	23.03	3.67
52.43	50932	0.1966	8.219	22.96	3.66
51.75	62802	0.2425	8.245	22.66	3.61
51.58	104392	0.403	8.415	22.58	3.6
51.32	66231	0.2557	8.379	22.47	3.58
51.15	38878	0.1501	8.302	22.48	3.57
50.64	52810	0.2039	8.232	22.26	3.53
50.98	66043	0.255	8.127	22.41	3.56
51.06	43808	0.1691	8.167	22.44	3.56
51.32	47852	0.1847	8.154	22.56	3.58
51.32	34919	0.1348	8.072	22.56	3.58
51.75	43071	0.1663	8.079	22.74	3.61
53.2	95052	0.367	8.227	23.38	3.71
53.2	103458	0.3994	8.224	23.38	3.71
52.86	43224	0.1669	8.176	23.23	3.69
53.37	61268	0.2365	8.121	23.46	3.73
53.54	57974	0.2238	8.209	23.53	3.74
53.8	69904	0.2699	8.213	23.65	3.76
53.8	57556	0.2222	8.227	23.65	3.76
52.77	51975	0.2007	8.144	23.2	3.68
53.03	25462	0.0983	8.178	23.31	3.7
53.37	26329	0.1017	8.201	23.46	3.73
53.63	53135	0.2051	8.196	23.57	3.74
53.03	32538	0.1256	8.122	23.31	3.7
51.32	95638	0.3692	8.12	22.56	3.58
52.26	33035	0.1275	8.167	22.97	3.65
51.92	56486	0.2181	8.022	22.82	3.4
52	43563	0.1682	8.006	22.86	3.4
52.6	55226	0.2132	8.091	23.12	3.44
52.6	27534	0.1063	8.127	23.12	3.44
53.46	46816	0.1807	8.127	23.5	3.5
53.37	39771	0.1535	8.119	23.46	3.49
53.37	38672	0.1493	8.089	23.46	3.49
52.43	64164	0.2477	8.068	23.05	3.43
53.54	41258	0.1593	8.112	23.53	3.5
53.63	39767	0.1535	8.1	23.57	3.51
53.63	31300	0.1208	8.112	23.57	3.51
52.86	49635	0.1916	8.054	23.23	3.46
53.2	44782	0.1729	8.105	23.38	3.48
52.95	35393	0.1366	8.054	23.27	3.46
53.2	52682	0.2034	8.057	23.38	3.48
53.8	44147	0.1704	8.077	23.65	3.52
54.23	66694	0.2575	8.093	23.83	3.55
54.4	57965	0.2238	8.056	23.91	3.56
54.23	20300	0.0784	8.021	23.83	3.55
54.48	41748	0.1612	7.974	23.95	3.56
54.14	28612	0.1105	7.928	23.8	3.54
54.66	59793	0.2308	7.945	24.02	3.58
55.17	52178	0.2014	7.943	24.25	3.61
55.51	39511	0.1525	7.957	24.4	3.63
55.17	38394	0.1482	7.905	24.25	3.61
55.51	52734	0.2036	7.843	24.4	3.63
54.91	53294	0.2057	7.844	24.14	3.59
54.74	48047	0.1855	7.778	24.06	3.58
55.17	37446	0.1446	7.797	24.25	3.61
54.4	52444	0.2025	7.702	23.91	3.56
53.71	49806	0.1923	7.709	23.61	3.51
54.06	39254	0.1515	7.676	23.76	3.54
54.31	50011	0.1931	7.651	23.87	3.55
53.8	30586	0.1181	7.596	23.65	3.52
53.46	47541	0.1835	7.655	23.5	3.5
53.89	52519	0.2028	7.742	23.68	3.53
53.54	24842	0.0959	8.011	23.53	3.5
52.26	64001	0.2471	8.016	22.97	3.42
51.66	62230	0.2402	7.979	22.71	3.38
51.41	80078	0.3091	8.226	22.59	3.36
50.98	53876	0.208	8.2	22.41	3.34
51.32	44033	0.17	8.11	22.56	3.36
52.6	98124	0.3788	8.369	23.12	3.44
51.15	82234	0.3175	8.247	22.48	3.35
50.46	72141	0.2785	8.242	22.18	3.3
51.15	42627	0.1646	8.225	22.48	3.35
50.55	46032	0.1777	8.135	22.22	3.31
48.93	66295	0.2559	8.226	21.5	3.2
49.61	16391	0.0633	8.348	21.8	3.25
49.1	45835	0.1769	8.258	21.58	3.21
50.12	49551	0.1913	8.265	22.03	3.28
49.95	53809	0.2077	8.145	21.95	3.27
50.46	49684	0.1918	8.099	22.18	3.3
51.15	52030	0.2009	8.168	22.48	3.35
50.04	60489	0.2335	8.062	21.99	3.27
49.78	57502	0.222	8.131	21.88	3.26
50.29	31376	0.1211	8.205	22.11	3.29
50.98	65860	0.2543	8.155	17.33	3.34
51.23	54451	0.2102	8.174	17.41	3.35
51.32	34984	0.1351	8.154	17.44	3.36
50.64	54471	0.2103	8.109	17.21	3.31
51.66	60054	0.2318	8.168	17.56	3.38
52.35	44396	0.1714	8.245	17.79	3.42
52.43	31475	0.1215	8.248	17.82	3.43
52.52	30588	0.1181	8.253	17.85	3.44
52.52	30381	0.1173	8.284	17.85	3.44
52	69392	0.2679	8.205	17.67	3.4
51.15	41567	0.1605	8.19	17.38	3.35
51.06	29927	0.1155	8.111	17.35	3.34
51.75	69118	0.2668	8.061	17.59	3.39
51.66	70256	0.2712	7.929	17.56	3.38
51.32	46018	0.1777	7.864	17.44	3.36
50.46	47084	0.1818	7.796	17.15	3.3
50.98	51751	0.1998	7.9	17.33	3.34
51.83	48661	0.1879	8.021	17.62	3.39
52.6	64155	0.2477	8.132	17.88	3.44
53.03	81172	0.3134	8.162	18.02	3.47
53.2	37559	0.145	8.116	18.08	3.48
53.2	30055	0.116	8.1	18.08	3.48
52.6	39288	0.1517	8.045	17.88	3.44
53.12	54739	0.2113	7.766	18.05	3.48
53.37	17373	0.0671	7.791	18.14	3.49
54.23	53216	0.2054	7.854	18.43	3.55
54.31	49685	0.1918	7.835	18.46	3.55
53.29	48608	0.1876	7.744	18.11	3.49
53.63	31648	0.1222	7.761	18.23	3.51
53.97	36942	0.1426	7.786	18.34	3.53
53.8	42767	0.1651	7.846	18.28	3.52
54.57	55676	0.2149	7.893	18.55	3.57
55.08	72063	0.2782	7.893	18.72	3.6
53.89	49739	0.192	7.778	18.31	3.53
53.54	71160	0.2747	7.982	18.2	3.5
53.71	37544	0.1449	7.961	18.26	3.51
53.37	46602	0.1799	7.818	18.14	3.49
52.69	92244	0.3561	7.729	17.91	3.45
52.77	48952	0.189	7.716	17.94	3.45
54.31	67547	0.2607	7.792	18.46	3.55
54.48	25421	0.0981	7.828	18.52	3.56
53.12	73211	0.2826	7.693	18.05	3.48
52.69	41236	0.1592	7.656	17.91	3.45
52.86	43450	0.1677	7.727	17.97	3.46
52.69	22439	0.0866	7.75	13.16	3.45
52.18	38777	0.1497	7.696	13.03	3.41
51.15	94194	0.3636	7.786	12.78	3.35
50.89	52111	0.2012	7.868	12.71	3.33
50.81	61576	0.2377	7.868	12.69	3.32
51.15	56310	0.2174	7.819	12.78	3.35
51.41	69348	0.2677	7.917	12.84	3.36
51.41	27731	0.107	7.923	12.84	3.36
52.35	39908	0.1541	7.894	13.08	3.42
52.35	35601	0.1374	7.892	13.08	3.42
50.64	73215	0.2826	7.806	12.65	3.31
50.89	30477	0.1176	7.947	12.71	3.33
50.72	51605	0.1992	7.947	12.67	3.32
50.38	31740	0.1225	8.036	12.59	3.3
50.29	46257	0.1786	8.23	12.56	3.29
50.46	19317	0.0746	8.162	12.61	3.3
49.95	51282	0.198	8.349	12.48	3.27
50.38	42971	0.1659	8.325	12.59	3.3
50.21	55503	0.2143	8.209	12.54	3.29
50.21	61148	0.236	8.15	12.54	3.29
51.49	25401	0.0981	8.269	12.86	3.37
51.15	28375	0.1095	8.304	12.78	2.93
51.15	35323	0.1364	8.411	12.78	2.93
52	49528	0.1912	8.361	12.99	2.98
52.18	42722	0.1649	8.406	13.03	2.99
50.64	70649	0.2727	8.371	12.65	2.9
50.04	40431	0.1561	8.278	12.5	2.87
50.12	46104	0.178	8.387	12.52	2.87
50.81	28817	0.1112	8.371	12.69	2.91
51.75	42325	0.1634	8.389	12.93	2.97
52.26	44942	0.1735	8.371	13.06	3
52.52	37547	0.1449	8.337	13.12	3.01
53.12	62015	0.2394	8.373	13.27	3.05
53.63	46332	0.1789	8.479	13.4	3.08
54.14	68409	0.2641	8.401	13.53	3.1
53.54	33389	0.1289	8.332	13.38	3.07
53.12	37195	0.1436	8.299	13.27	3.05
53.03	35361	0.1365	8.216	13.25	3.04
52.52	30579	0.118	8.261	13.12	3.01
52.77	20546	0.0793	8.278	13.18	3.03
52.18	47953	0.1851	8.269	13.03	2.99
51.83	58319	0.2251	8.32	12.95	2.97
51.32	65215	0.2517	8.317	12.82	2.94
51.58	67300	0.2598	8.271	12.88	2.96
52.52	88484	0.3416	8.298	13.12	3.01
53.87	69857	0.2697	7.979	12.8	2.94
53.51	59168	0.2284	7.94	12.71	2.92
54.32	50379	0.1945	7.981	12.91	2.96
54.32	38073	0.147	7.941	12.91	2.96
53.78	44197	0.1706	7.869	12.78	2.93
53.6	37486	0.1447	7.886	12.74	2.92
54.32	59847	0.231	7.87	12.91	2.96
54.23	36838	0.1422	7.868	12.88	2.96
53.87	29941	0.1156	7.856	12.8	2.94
54.95	63786	0.2462	8.028	13.06	3
55.31	53963	0.2083	8.016	13.14	3.02
55.57	41276	0.1593	8.066	13.21	3.03
55.75	45329	0.175	8.129	13.25	3.04
56.47	66046	0.255	8.131	13.42	3.08
56.29	27031	0.1043	8.077	13.38	3.07
56.2	21055	0.0813	8.105	13.35	3.07
56.65	27030	0.1043	8.128	13.46	3.09
56.65	38609	0.149	8.114	13.46	3.09
56.11	43621	0.1684	8.075	13.33	3.06
56.02	48140	0.1858	7.871	13.31	3.06
55.75	32996	0.1274	7.788	13.25	3.04
55.75	28406	0.1097	7.777	13.25	3.04
55.66	22212	0.0857	7.8	13.23	3.04
54.77	62494	0.2412	7.647	13.01	2.99
54.59	57034	0.2202	7.554	12.97	2.98
54.86	63934	0.2468	7.646	13.03	2.99
54.86	28646	0.1106	7.725	13.03	2.99
54.14	66230	0.2557	7.687	12.86	2.95
54.05	65690	0.2536	7.613	12.84	2.95
54.23	39763	0.1535	7.587	12.88	2.96
53.78	37585	0.1451	7.534	12.78	2.93
53.6	42902	0.1656	7.515	12.74	2.92
54.05	45817	0.1769	7.575	12.84	2.95
53.87	30113	0.1162	7.552	12.8	2.94
54.05	27931	0.1078	7.531	12.84	2.95
53.6	31275	0.1207	7.501	12.74	2.92
52.79	70618	0.2726	7.58	12.54	2.88
52.88	35255	0.1361	7.64	11.09	2.88
52.88	46789	0.1806	7.607	11.09	2.88
53.42	27638	0.1067	7.666	11.21	2.91
52.97	78362	0.3025	7.725	11.11	2.89
53.15	38480	0.1485	7.684	11.15	2.9
53.51	27402	0.1058	7.683	11.23	2.92
53.78	38339	0.148	7.615	11.28	2.93
54.41	28120	0.1085	7.645	11.42	2.97
54.14	20268	0.0782	7.614	11.36	2.95
53.33	67149	0.2592	7.532	11.19	2.91
53.51	21237	0.082	7.572	11.23	2.92
53.33	32650	0.126	7.494	11.19	2.91
54.77	86955	0.3356	7.507	11.49	2.99
54.86	33545	0.1295	7.483	11.51	2.99
55.04	42375	0.1636	7.477	11.55	3
54.41	27918	0.1078	7.449	11.42	2.97
55.04	49430	0.1908	7.48	11.55	3
55.75	66009	0.2548	7.553	11.7	3.04
55.57	32745	0.1264	7.52	11.66	3.03
53.96	106308	0.4103	7.295	11.32	2.94
54.05	60417	0.2332	7.339	11.34	2.95
54.59	60795	0.2347	7.389	11.45	2.98
54.86	48385	0.1868	7.429	11.51	2.99
55.31	79797	0.308	7.442	11.6	3.02
55.75	59691	0.2304	7.503	11.7	3.04
55.75	39000	0.1505	7.496	11.7	3.26
55.66	25797	0.0996	7.49	11.68	3.25
54.95	30388	0.1173	7.435	11.55	3.21
55.57	34183	0.1319	7.443	11.68	3.25
55.13	39333	0.1518	7.383	11.59	3.22
55.57	58237	0.2248	7.479	11.68	3.25
55.31	24646	0.0951	7.505	11.63	3.23
54.86	28094	0.1084	7.523	11.53	3.21
54.86	31040	0.1198	7.508	11.53	3.21
55.57	48827	0.1885	7.505	11.68	3.25
55.66	30492	0.1177	7.525	11.7	3.25
54.41	32530	0.1256	7.487	11.44	3.18
54.59	36089	0.1393	7.523	11.47	3.19
54.86	34490	0.1331	7.488	11.53	3.21
54.86	40237	0.1553	7.482	11.53	3.21
55.57	42971	0.1659	7.546	11.68	3.25
55.75	38700	0.1494	7.443	11.72	3.26
56.02	37964	0.1465	7.447	11.78	3.28
55.75	28106	0.1085	7.458	11.72	3.26
56.38	62152	0.2399	7.493	11.85	3.3
56.47	67950	0.2623	7.565	11.87	3.3
57.1	76412	0.2949	7.549	10.71	3.34
56.92	24422	0.0943	7.557	10.67	3.33
57.46	45944	0.1773	7.675	10.78	3.36
57.46	32789	0.1266	7.606	10.78	3.36
57.73	44439	0.1715	7.56	10.83	3.38
56.92	25993	0.1003	7.471	10.67	3.33
57.55	25859	0.0998	7.543	10.79	3.37
57.73	40350	0.1557	7.564	10.83	3.38
57.28	31729	0.1225	7.523	10.74	3.35
56.65	29717	0.1147	7.548	10.62	3.31
57.46	27654	0.1067	7.718	10.78	3.36
58	57574	0.2222	7.724	10.88	3.39
57.37	51389	0.1984	7.693	10.76	3.35
56.92	39098	0.1509	7.605	10.67	3.33
57.28	23828	0.092	7.631	10.74	3.35
57.37	25455	0.0983	7.58	10.76	3.35
57.01	31197	0.1204	7.574	10.69	3.33
56.83	29838	0.1152	7.579	10.66	3.32
57.91	35239	0.136	7.674	10.86	3.39
57.91	34464	0.133	7.705	10.86	3.39
57.82	35816	0.1382	7.642	10.84	3.38
57.01	70250	0.2711	7.529	10.69	3.33
58.09	58436	0.2255	7.477	10.89	3.12
59.53	88027	0.3398	7.604	11.16	3.2
61.42	130917	0.5053	7.811	11.52	3.3
61.6	58841	0.2271	7.763	11.55	3.31
61.15	59039	0.2279	7.704	11.47	3.28
61.15	47351	0.1828	7.705	11.47	3.28
62.95	91627	0.3537	7.887	11.8	3.38
62.68	32865	0.1268	7.884	11.75	3.37
62.41	38255	0.1477	7.834	11.7	3.35
62.05	58489	0.2258	7.786	11.64	3.33
62.95	57589	0.2223	7.884	11.8	3.38
64.03	66209	0.2555	7.996	12.01	3.44
65.56	111499	0.4304	8.154	12.29	3.52
64.03	93319	0.3602	8.008	12.01	3.44
64.12	63310	0.2444	7.965	12.02	3.44
64.03	27073	0.1045	7.929	12.01	3.44
63.85	35614	0.1375	7.872	11.97	3.43
63.67	56586	0.2184	7.883	11.94	3.42
63.58	45211	0.1745	7.844	11.92	3.41
63.76	36610	0.1413	7.885	11.96	3.42
63.49	40414	0.156	7.854	11.91	3.41
63.49	55579	0.2145	7.811	11.91	3.41
63.85	143761	0.5548	7.797	11.97	3.43
63.94	35747	0.138	7.721	11.99	3.43
64.03	36048	0.1391	7.756	12.01	3.44
62.77	54327	0.2097	7.733	11.77	3.37
63.85	46802	0.1806	7.834	11.97	3.43
65.2	170328	0.6574	8.343	12.23	3.5
66.73	69703	0.269	8.504	12.51	3.58
67	82758	0.3194	8.43	12.56	3.6
67.36	53637	0.207	8.444	12.63	3.62
67.09	93105	0.3593	8.401	12.58	3.6
67.27	29817	0.1151	8.426	12.61	3.61
68.16	67400	0.2601	8.585	12.78	3.66
69.06	57357	0.2214	8.634	12.95	3.71
70.14	87297	0.3369	8.672	13.15	3.77
68.7	43718	0.1687	8.555	12.88	3.69
67.09	81475	0.3145	8.415	12.58	3.6
67.71	46169	0.1782	8.5	12.7	3.64
67.45	50794	0.196	8.426	12.65	3.62
67.09	66830	0.2579	8.321	12.58	3.6
67.63	69892	0.2697	8.343	12.68	3.63
68.61	110404	0.4261	8.423	12.87	3.68
67.89	110969	0.4282	8.308	12.73	3.65
66.37	81246	0.3135	8.215	12.45	3.56
64.75	83632	0.3227	8.169	12.14	3.48
64.21	112430	0.4339	8.315	12.04	3.45
65.2	66889	0.2581	8.37	12.23	3.5
65.2	56495	0.218	8.335	12.23	3.5
64.84	54423	0.21	8.297	12.16	3.48
65.2	49330	0.1904	8.372	12.23	3.5
65.65	74599	0.2879	8.277	12.31	3.53
66.01	39070	0.1508	8.327	12.38	3.54
65.2	82661	0.319	8.382	12.23	3.5
63.85	80262	0.3097	8.348	11.97	3.43
63.4	62768	0.2422	8.276	11.89	3.4
63.4	78873	0.3044	8.219	11.89	3.4
64.21	84618	0.3266	7.955	12.04	3.45
63.31	53047	0.2047	7.942	11.87	3.4
63.67	59498	0.2296	7.879	11.94	3.42
64.57	60659	0.2341	7.949	12.11	3.47
63.76	30172	0.1164	7.912	11.96	3.42
64.3	55818	0.2154	7.948	12.06	3.45
64.21	46796	0.1806	7.934	12.04	3.45
63.4	64180	0.2477	7.931	11.89	3.4
62.95	52600	0.203	7.944	11.8	3.38
63.22	48041	0.1854	8.024	11.85	3.4
61.15	117025	0.4516	8.03	11.47	3.28
61.6	62389	0.2408	8.001	11.55	3.31
60.61	105442	0.4069	7.913	11.37	3.26
61.42	55721	0.215	7.912	11.52	3.3
62.05	36534	0.141	7.925	11.64	3.33
61.69	34736	0.134	7.841	11.57	3.31
61.78	31238	0.1206	7.818	11.59	3.32
62.41	44747	0.1727	7.882	11.7	3.35
64.03	51712	0.1996	8.055	12.01	3.44
63.85	31030	0.1197	8.086	11.97	3.43
63.67	34871	0.1346	8.023	11.94	3.42
63.22	60975	0.2353	7.921	11.85	3.4
63.49	46429	0.1792	7.92	11.91	3.41
63.58	30274	0.1168	7.911	11.92	3.41
65.56	114460	0.4417	8.022	12.29	3.52
65.47	45215	0.1745	7.966	12.28	3.52
65.56	65763	0.2538	7.983	12.29	3.52
63.94	62602	0.2416	7.799	11.99	3.43
63.04	45964	0.1774	7.819	11.82	3.39
63.58	27891	0.1076	7.843	11.92	3.41
62.77	53756	0.2074	7.723	11.19	3.37
62.23	52231	0.2016	7.731	11.09	3.34
62.05	27185	0.1049	7.712	11.06	3.33
61.24	42733	0.1649	7.678	10.91	3.29
62.77	48244	0.1862	7.718	11.19	3.37
63.58	50937	0.1966	7.691	11.33	3.41
63.76	25371	0.0979	7.7	11.36	3.42
63.22	22103	0.0853	7.651	11.27	3.4
63.22	31931	0.1232	7.653	11.27	3.4
65.02	59307	0.2289	7.784	11.59	3.49
65.65	83614	0.3227	7.867	11.7	3.53
65.83	93588	0.3611	7.916	11.73	3.54
67.09	81669	0.3152	8.12	11.96	3.6
66.37	46678	0.1801	8.031	11.64	3.56
67.27	45484	0.1755	8.076	11.8	3.61
67.45	54111	0.2088	8.134	11.83	3.62
67.89	64708	0.2497	8.135	11.91	3.65
66.91	43355	0.1673	8.027	11.74	3.59
67.45	43256	0.1669	8.095	11.83	3.62
68.07	59055	0.2279	8.158	11.94	3.66
68.25	40118	0.1548	8.204	11.97	3.67
67.36	34105	0.1316	8.182	11.81	3.62
67.98	41402	0.1598	8.285	11.92	3.65
67.71	28263	0.1091	8.196	11.88	3.64
67.62	58823	0.227	8.233	11.86	3.63
67.89	33000	0.1273	8.318	11.91	3.65
67.54	39033	0.1506	8.359	11.85	3.63
67.27	34788	0.1342	8.317	11.8	3.61
67	59580	0.2299	8.312	11.75	3.6
66.73	33240	0.1283	8.222	11.7	3.58
66.55	49929	0.1927	8.18	11.67	3.57
67.54	33733	0.1302	8.288	11.85	3.63
68.97	62918	0.2428	8.309	12.1	3.7
69.24	45321	0.1749	8.261	12.15	3.28
68.7	61881	0.2388	8.262	12.05	3.26
69.42	36770	0.1419	8.298	12.18	3.29
69.69	41425	0.1599	8.32	12.22	3.3
69.69	58253	0.2248	8.366	12.22	3.3
69.15	36964	0.1426	8.307	12.13	3.28
67.71	55348	0.2136	8.284	11.88	3.21
67.18	72548	0.28	8.334	11.78	3.19
68.52	52975	0.2044	8.389	12.02	3.25
69.24	91840	0.3544	8.476	12.15	3.28
67.89	63134	0.2436	8.481	11.91	3.22
66.73	91732	0.354	8.353	11.7	3.16
67.36	31787	0.1227	8.536	11.81	3.19
68.25	42663	0.1646	8.583	11.97	3.24
67.45	46702	0.1802	8.458	11.83	3.2
66.73	70233	0.271	8.42	11.7	3.16
65.56	86769	0.3348	8.305	11.5	3.11
64.75	65176	0.2515	8.234	11.36	3.07
65.2	101716	0.3925	8.312	11.44	3.09
66.98	93105	0.3593	8.095	11.26	3.04
67.73	48913	0.1887	8.112	11.39	3.08
68.29	41924	0.1618	8.094	11.48	3.1
68.95	44330	0.1711	8.139	11.59	3.13
68.67	39009	0.1505	8.097	11.55	3.12
68.29	43443	0.1676	8.015	11.48	3.1
67.17	47743	0.1842	7.928	11.29	3.05
68.01	52961	0.2044	8.05	11.44	3.09
66.89	52112	0.2011	7.993	11.25	3.04
65.95	40008	0.1544	8.044	11.09	3
67.73	69109	0.2667	8.264	11.39	3.08
66.32	54411	0.21	8.099	11.15	3.02
65.57	89121	0.3439	7.92	11.03	2.98
65.38	37965	0.1465	7.93	10.99	2.97
64.26	57459	0.2217	7.804	10.8	2.92
67.17	58272	0.2249	7.987	11.29	3.05
67.17	33277	0.1284	7.976	11.29	3.05
67.54	38243	0.1476	7.974	11.36	3.07
67.54	34963	0.1349	8.05	11.36	3.07
69.14	53159	0.2051	8.136	11.62	3.14
68.86	45636	0.1761	8.081	11.58	3.13
68.48	33720	0.1301	8.083	11.51	3.11
67.54	60692	0.2342	8.077	11.36	3.07
68.1	41138	0.1587	8.079	11.45	3.1
66.98	33521	0.1294	8.054	11.26	3.04
65.76	46025	0.1776	8.026	11.06	2.99
65.67	45103	0.174	8.149	11.04	2.99
62.48	89690	0.3461	8.212	10.5	2.84
61.16	97536	0.3764	8.364	10.28	2.78
59.38	116036	0.4478	8.185	9.98	2.7
61.73	109804	0.4237	8.24	10.38	2.81
62.29	54377	0.2098	8.333	10.47	2.83
61.07	64348	0.2483	8.258	10.27	2.78
62.66	40240	0.1553	8.276	10.54	2.85
61.91	39029	0.1506	8.199	10.41	2.81
61.73	35881	0.1385	8.231	10.38	2.81
60.41	73320	0.2829	8.191	10.16	2.75
59.94	49269	0.1901	8.428	10.08	2.73
60.98	46371	0.1789	8.61	10.25	2.77
62.66	46548	0.1796	8.569	10.54	2.85
63.32	50480	0.1948	8.714	10.65	2.88
62.85	30883	0.1192	8.757	10.57	2.86
63.7	40513	0.1563	8.834	10.71	2.9
65.1	38635	0.1491	8.871	10.95	2.96
64.73	33757	0.1303	8.741	11.18	2.94
65.1	47789	0.1844	8.682	11.25	2.96
64.35	47994	0.1852	8.56	11.12	2.93
63.32	44964	0.1735	8.424	10.94	2.88
62.48	49912	0.1926	8.546	10.79	2.84
62.01	40850	0.1576	8.694	10.71	2.82
64.35	40117	0.1548	8.829	11.12	2.93
64.45	43046	0.1661	8.819	11.13	2.93
65.01	38350	0.148	8.823	11.23	2.96
64.16	34951	0.1349	8.967	11.09	2.92
63.04	60845	0.2348	9.009	10.89	2.87
